temperatura,vacuo,energia
23.19,48.6,445.52
7.24,41.17,486.76
16.69,50.9,460.75
26.34,69.04,444.13
8.46,39.66,484.16
7.94,42.02,480.53
24.26,66.44,445.63
32.5,71.37,433.7
22.35,63.47,440.11
26.53,63.87,445.11
31.53,74.99,432.34
25.59,73.5,435.48
4.99,39.04,472.52
29.25,72.99,429.12
14.71,52.72,462.34
24.26,47.93,439.16
14.47,48.14,457.45
20.74,59.8,452.99
13.96,39.54,468.82
11.15,40.64,477.79
14.56,45.51,469.79
7.0,41.55,483.92
22.28,60.27,443.44
11.87,40.55,473.79
26.17,66.54,433.81
5.28,45.87,479.91
23.47,59.22,442.13
13.4,40.89,472.36
20.28,62.52,452.45
27.91,72.24,430.73
23.51,48.98,454.06
19.82,63.9,449.61
12.24,41.2,473.22
22.02,64.45,454.9
11.6,39.1,460.7
28.26,72.43,426.2
23.05,62.52,449.98
5.95,35.57,487.72
29.77,67.07,433.89
17.14,40.55,461.21
15.79,50.88,460.19
18.3,44.06,456.32
7.54,40.72,485.92
22.57,68.3,440.81
17.94,37.2,467.65
24.6,71.73,436.28
22.85,47.43,448.15
28.32,77.95,436.97
11.73,37.92,472.51
26.07,71.37,439.25
23.29,62.91,444.61
27.97,69.48,432.18
26.26,65.06,440.92
11.9,39.16,477.75
20.64,49.21,454.2
24.29,63.57,443.28
22.61,60.27,440.98
26.42,59.27,443.94
20.41,48.06,451.26
10.0,39.66,479.97
28.64,69.23,434.4
10.57,36.71,472.62
18.35,57.76,458.41
9.33,44.03,474.15
29.24,60.23,438.24
14.74,44.47,462.92
16.77,45.01,458.22
21.79,61.45,446.99
25.76,65.48,441.14
26.09,70.4,432.52
21.59,48.06,446.83
27.0,69.4,433.83
12.1,44.77,463.11
25.74,59.07,441.05
13.09,39.85,475.89
26.09,60.23,445.88
25.27,69.89,436.33
10.91,42.34,470.91
18.99,44.6,463.48
27.09,65.61,442.94
7.97,39.04,483.3
25.44,56.57,444.61
15.97,52.72,462.64
12.8,44.34,473.42
31.95,70.79,426.37
17.78,52.08,453.31
27.78,77.17,430.33
13.26,42.99,472.52
11.23,39.72,475.04
11.7,25.36,470.88
21.3,41.1,455.13
25.6,66.48,435.12
8.57,40.23,484.17
18.85,67.32,446.7
6.03,41.14,479.61
11.16,40.96,478.3
25.17,72.39,432.45
26.46,74.67,431.65
26.04,71.14,433.78
14.35,40.71,473.56
8.41,40.67,489.25
23.59,71.73,435.67
17.89,44.78,457.74
13.87,45.08,465.48
10.62,39.64,477.07
17.85,45.64,459.59
24.62,68.31,448.58
14.73,54.3,463.63
15.93,40.89,468.8
15.85,49.69,464.72
26.65,74.16,431.47
19.31,52.72,455.25
28.31,74.34,431.95
23.76,70.32,434.64
10.94,43.67,477.34
4.83,38.44,485.32
13.27,42.28,468.86
18.32,66.86,454.46
11.86,40.55,473.31
16.02,44.21,462.51
28.16,71.94,430.46
30.97,69.13,435.6
23.62,61.87,447.93
14.65,41.92,464.95
10.1,41.17,479.95
10.55,41.26,473.6
22.43,63.94,444.53
24.17,48.78,440.96
17.67,45.09,457.67
23.97,68.67,441.53
29.09,70.98,439.34
11.74,40.6,473.84
19.17,52.9,458.59
12.04,42.34,465.36
25.55,71.64,439.37
8.46,39.66,484.16
28.56,65.27,437.45
10.56,41.54,479.33
11.74,43.56,477.5
22.59,59.43,442.0
20.98,43.77,449.88
21.86,58.49,449.9
23.43,61.47,448.01
22.67,62.52,449.34
23.2,49.3,440.75
27.6,73.42,431.44
23.26,59.14,440.37
21.24,63.47,442.94
29.86,69.34,433.57
15.5,44.92,462.12
18.22,49.25,454.66
21.99,51.19,446.93
12.57,39.3,473.67
20.42,62.96,452.08
28.08,73.17,430.8
27.18,64.79,443.87
32.51,69.98,429.66
21.24,60.84,445.71
28.68,70.72,435.45
21.54,66.54,440.8
9.83,41.17,478.21
22.43,63.76,442.85
10.44,37.83,474.42
13.51,44.9,464.86
27.44,74.9,436.42
31.11,69.05,433.19
20.6,60.08,454.39
29.52,77.24,433.82
23.81,46.93,449.58
31.7,69.13,427.95
19.24,56.89,452.64
6.4,41.17,488.82
13.52,41.48,460.76
20.77,52.05,455.02
6.71,39.37,487.05
24.8,64.63,447.82
20.82,57.76,454.62
24.73,65.34,446.92
9.53,40.23,484.0
24.82,59.27,444.81
13.2,45.01,466.71
20.11,57.25,451.95
21.42,43.79,462.19
7.51,43.02,485.38
16.85,52.9,460.84
14.87,54.3,462.87
10.62,39.64,478.37
25.82,59.43,436.67
10.59,41.54,477.05
9.45,41.4,475.49
23.55,58.79,447.01
23.43,60.32,446.88
30.47,77.3,434.68
9.78,43.8,477.22
12.19,41.06,474.63
17.33,53.16,459.78
22.06,59.39,441.31
19.15,56.53,456.4
12.15,71.14,462.51
14.85,38.91,467.42
31.25,69.51,428.77
18.26,59.15,451.09
16.46,48.6,449.58
15.99,39.63,464.95
18.9,58.46,449.32
13.63,40.92,462.4
25.77,58.59,449.65
32.15,69.98,429.86
28.5,79.74,433.08
13.55,40.71,467.21
20.76,62.52,451.69
28.41,74.16,439.2
10.09,37.14,473.66
22.51,68.63,450.75
31.01,71.37,430.82
17.57,46.21,453.29
34.62,69.05,425.41
19.66,45.01,453.45
8.47,41.03,485.1
15.8,53.82,463.09
8.55,36.25,480.68
23.51,58.79,445.75
7.92,36.08,482.98
15.75,39.39,468.6
19.68,68.28,452.47
30.0,61.5,435.6
24.34,48.78,448.54
4.78,42.85,479.09
11.77,40.92,467.31
18.32,42.18,458.46
16.66,41.16,463.39
8.9,40.77,479.18
33.45,73.88,435.48
30.93,61.5,437.35
8.47,41.26,477.14
18.26,49.64,462.6
18.18,61.87,453.1
10.07,34.69,478.65
5.79,45.87,480.97
13.68,45.08,467.02
12.61,41.79,461.37
26.26,65.06,440.92
17.69,46.36,462.81
25.24,57.17,442.77
20.01,68.63,454.5
27.5,68.24,430.9
7.57,39.61,480.86
26.09,60.29,444.71
29.72,68.08,430.36
25.43,70.17,436.43
17.02,44.85,459.98
8.07,43.41,467.56
25.63,56.85,439.2
30.12,73.18,429.31
26.53,54.2,439.96
18.15,45.01,455.21
26.25,61.02,436.44
30.93,69.98,432.25
20.62,43.43,449.07
10.11,39.72,476.8
19.15,57.76,458.66
28.84,74.9,436.42
19.65,57.85,450.5
11.29,35.76,473.74
20.5,49.69,452.94
15.31,41.35,466.5
21.03,44.78,459.72
23.83,58.79,444.34
34.61,73.03,438.56
18.56,42.28,462.05
16.16,41.79,453.39
25.89,63.56,443.82
32.0,71.85,427.95
8.27,35.77,478.13
18.21,41.85,468.4
25.17,68.08,437.01
27.41,63.07,445.02
14.87,41.23,465.01
19.76,58.79,449.76
26.91,71.64,438.73
19.09,66.51,458.41
29.57,67.83,427.62
22.0,59.54,439.37
24.82,66.48,433.62
9.22,40.92,474.51
14.23,46.18,463.86
14.93,41.79,456.75
26.22,65.34,444.06
24.27,74.99,438.26
21.12,62.96,454.65
14.49,41.16,465.24
24.63,59.57,440.67
24.1,71.29,442.8
22.08,55.5,455.79
13.78,40.0,458.74
23.48,51.43,441.78
19.55,56.53,455.56
26.28,68.14,435.71
16.48,48.92,458.67
20.97,44.63,453.26
22.57,68.3,440.81
23.09,69.13,436.67
31.4,71.06,433.34
14.67,42.28,469.02
16.73,65.94,453.39
15.46,37.64,462.96
31.75,74.99,430.82
9.15,39.61,474.88
11.83,43.14,471.98
25.28,67.69,445.34
23.76,61.5,441.16
20.13,43.43,453.47
13.82,40.2,466.99
7.98,43.52,481.93
19.69,56.65,453.96
21.34,59.8,450.74
15.56,40.12,461.21
22.9,49.3,441.77
4.78,42.85,481.47
35.03,68.27,426.22
33.26,68.51,429.38
10.17,40.46,470.33
6.01,35.79,482.25
10.18,43.5,476.91
22.26,44.89,447.07
10.75,45.0,481.96
23.33,72.99,440.04
24.54,44.89,445.11
23.03,54.42,453.77
25.26,74.33,433.49
11.21,40.75,479.2
22.67,64.15,453.47
15.47,46.48,462.58
16.23,43.69,466.22
12.64,41.79,461.46
24.56,51.86,447.57
7.75,38.06,483.56
27.19,71.58,436.77
19.65,44.89,451.35
13.52,40.83,470.47
24.48,64.45,452.82
9.75,43.69,481.34
11.27,40.62,471.26
13.61,41.74,471.79
19.69,56.65,455.07
9.13,39.04,483.24
28.52,64.96,431.36
21.33,50.32,442.44
23.0,57.76,451.39
25.14,60.29,444.5
6.43,39.61,480.58
22.39,59.04,445.52
4.78,42.85,479.09
23.39,64.63,449.27
26.71,59.39,439.33
24.55,57.5,447.3
24.6,63.78,448.65
18.83,63.91,448.15
13.87,45.08,465.48
16.65,56.89,452.52
28.06,70.04,431.7
19.04,50.12,446.59
5.7,40.35,488.8
18.26,59.15,452.03
7.19,39.4,483.04
16.9,54.3,460.57
29.42,71.32,437.47
24.18,66.48,433.37
27.94,69.84,428.67
25.56,74.67,435.81
7.68,38.06,483.8
16.51,51.86,442.48
17.61,56.53,457.01
21.6,43.43,446.4
18.87,52.05,458.64
14.34,42.86,466.17
31.33,76.86,431.44
16.07,65.46,450.54
10.95,40.22,477.23
6.93,43.13,486.94
26.33,60.06,450.16
13.6,42.86,472.27
20.67,70.02,448.75
14.22,48.6,459.69
31.37,74.87,436.16
23.56,73.67,439.27
24.96,77.54,433.4
18.32,42.28,460.27
22.21,45.01,450.6
5.18,40.27,489.1
8.22,41.82,477.86
12.49,38.25,470.63
21.36,45.61,456.85
26.14,72.99,433.25
25.16,58.82,442.0
21.11,58.12,453.28
12.39,49.83,468.43
8.48,42.49,483.5
24.8,65.48,442.02
4.93,38.44,485.01
15.2,39.0,463.88
17.3,46.21,456.77
30.76,59.57,439.32
14.11,45.08,464.7
31.76,66.54,430.18
5.82,40.78,470.02
22.99,46.93,451.41
14.3,53.82,465.42
13.38,40.89,472.15
15.14,39.72,460.15
13.55,40.1,474.59
18.28,41.1,460.03
34.62,69.05,425.41
22.95,45.61,457.91
11.8,43.99,466.75
18.96,50.16,451.2
16.52,44.88,459.73
9.41,43.5,473.84
24.63,59.57,440.67
18.79,49.15,458.75
28.64,66.54,437.97
13.53,40.71,474.7
22.77,70.32,440.67
26.31,68.51,435.91
28.88,63.76,435.54
10.72,41.38,478.29
25.57,59.43,438.9
10.08,40.72,480.8
15.84,41.66,465.5
29.18,68.24,428.52
23.6,57.17,446.05
25.55,58.95,442.3
29.87,69.13,426.47
10.33,43.99,474.17
19.6,59.21,449.23
13.48,41.44,471.39
23.93,64.45,449.97
13.8,45.08,466.71
15.49,54.3,464.24
24.88,52.36,452.31
20.45,59.8,452.96
30.07,70.04,426.35
25.72,49.82,452.33
24.79,67.83,438.36
22.67,58.2,446.36
21.12,62.96,454.65
15.19,41.43,470.41
18.9,57.5,451.42
21.01,50.9,453.99
22.55,69.84,438.54
30.2,69.59,434.66
14.9,52.05,464.82
23.6,48.98,448.43
12.34,40.1,470.92
32.56,68.94,425.61
16.87,52.05,460.31
21.75,65.12,452.89
23.49,49.3,442.76
12.08,40.24,474.07
24.09,73.68,441.34
14.38,44.78,459.66
21.04,74.87,443.44
11.82,41.26,466.95
28.18,77.54,430.55
13.2,41.78,468.58
15.57,38.78,463.47
25.88,66.48,434.4
3.51,35.47,489.07
8.47,41.26,477.14
23.34,63.73,443.68
16.74,41.16,463.0
24.55,67.07,443.39
8.66,36.25,479.66
27.96,73.42,435.93
8.57,41.17,484.2
20.06,52.84,447.47
10.53,37.5,472.32
26.56,65.59,443.66
29.35,68.51,430.22
24.49,59.87,444.54
25.69,59.07,440.6
24.8,66.51,441.34
25.32,54.5,451.52
26.0,69.88,434.79
24.72,77.54,438.52
31.42,69.13,425.98
18.19,43.96,464.58
23.18,59.04,443.12
21.08,44.05,449.6
15.62,58.59,457.3
10.34,41.74,480.84
23.79,48.06,447.59
10.25,37.14,474.37
5.28,42.07,485.24
19.94,56.53,453.8
17.41,40.55,461.47
30.62,66.54,429.01
7.19,41.39,486.35
23.82,73.67,438.42
10.26,43.14,466.75
14.59,35.71,469.32
13.57,39.39,471.44
17.74,58.33,446.01
29.48,64.69,435.09
32.46,74.33,427.87
6.05,42.85,485.02
10.46,41.26,473.76
19.41,67.32,446.71
23.54,65.27,445.19
26.3,69.05,438.12
29.56,74.22,432.84
9.15,39.61,475.64
8.42,42.28,481.91
7.35,41.66,485.35
3.69,38.44,490.78
17.81,45.0,471.0
25.45,72.24,434.92
27.47,69.98,431.11
24.16,66.05,443.75
17.46,62.1,451.06
25.27,67.07,445.81
9.62,41.01,467.34
11.1,40.0,477.2
30.85,68.94,426.1
19.79,51.19,447.96
7.64,40.81,483.38
27.63,64.96,434.22
24.88,63.91,447.28
30.9,69.4,425.3
31.84,77.95,433.28
27.44,66.56,428.0
5.15,35.19,488.42
22.29,43.79,461.23
13.87,42.99,471.12
22.75,59.39,440.26
32.74,68.31,441.66
20.83,44.78,460.6
20.55,68.63,453.47
29.1,73.9,436.56
13.3,50.59,469.13
26.94,62.91,449.1
9.94,40.46,473.74
16.37,43.5,459.18
18.85,48.06,451.77
14.39,44.84,464.15
25.42,73.21,432.04
12.75,39.85,475.61
28.68,61.86,440.57
28.2,66.75,433.46
26.23,59.87,447.16
30.16,69.34,433.54
11.44,41.39,478.52
23.35,47.01,456.3
15.17,54.3,464.39
21.84,45.09,450.88
27.51,63.73,440.81
29.71,71.85,428.49
17.15,43.69,463.88
19.24,58.33,449.26
10.47,44.21,476.02
8.91,40.69,481.59
17.29,42.86,464.27
28.55,65.27,437.62
23.15,66.48,435.62
29.87,73.91,431.8
14.24,44.84,466.67
17.26,49.78,453.54
17.92,50.66,456.84
24.35,58.49,445.6
13.56,42.34,462.6
31.23,68.67,436.58
31.99,53.53,432.43
20.76,58.18,449.25
15.75,39.0,460.73
17.45,42.28,463.83
28.24,65.27,439.36
15.21,35.4,468.18
28.32,71.64,436.31
14.99,41.35,466.85
4.15,39.9,489.8
25.31,74.33,436.21
25.5,63.56,442.28
26.71,66.25,435.41
6.1,43.65,485.24
21.41,56.9,441.41
20.3,59.8,453.29
19.39,68.61,446.47
18.98,38.52,454.6
19.15,44.34,468.8
9.87,42.74,470.9
12.31,44.03,468.13
11.94,44.6,468.53
28.84,74.67,428.98
18.84,40.79,459.96
29.38,73.42,445.42
18.55,61.87,450.73
10.67,45.0,481.83
22.51,59.21,444.66
4.56,40.27,493.87
8.26,39.42,474.72
18.93,48.6,449.74
26.31,63.77,440.1
16.15,44.21,462.02
30.74,79.05,430.69
26.68,59.92,438.67
25.98,73.18,439.73
20.27,56.65,454.29
23.75,60.29,449.57
31.11,75.33,433.37
25.9,71.73,434.84
8.26,40.96,485.73
13.7,44.47,468.79
11.27,40.69,476.27
26.21,65.12,444.44
19.7,54.42,450.48
11.67,42.74,474.75
20.63,43.77,448.25
26.78,52.3,441.21
12.61,41.58,463.36
25.21,63.21,441.04
7.79,41.16,471.82
30.56,71.98,429.2
27.26,66.56,434.88
33.42,68.51,427.66
19.09,56.51,449.24
19.13,66.86,453.31
18.15,45.01,455.21
7.79,41.01,477.0
6.65,39.33,490.41
6.64,39.04,481.53
14.14,43.34,464.36
12.36,48.04,468.37
10.35,44.2,478.36
23.02,67.25,443.44
29.23,69.59,437.95
26.94,71.14,434.03
4.77,39.33,494.91
30.58,65.18,437.17
13.89,44.84,466.74
12.24,40.96,475.32
21.12,62.96,454.65
25.32,48.41,443.04
28.02,68.08,434.95
31.93,70.4,432.29
9.31,43.56,482.55
11.95,42.03,465.2
21.8,65.94,448.66
18.81,61.87,448.49
10.33,40.0,479.32
6.67,36.08,486.52
18.67,44.06,454.51
20.08,49.69,453.54
30.04,67.25,434.83
29.14,75.23,434.82
30.08,67.25,434.01
21.76,47.93,444.77
24.96,70.47,438.23
26.02,70.79,428.72
12.72,39.13,467.28
25.52,71.98,433.42
5.3,35.19,484.42
25.21,46.21,439.55
26.11,52.36,453.76
9.83,38.56,480.47
18.88,44.06,451.13
4.59,39.33,494.9
27.76,69.4,430.68
22.83,58.62,450.96
15.0,41.35,467.71
28.62,68.24,428.08
5.47,40.62,481.56
15.02,37.64,463.93
6.5,38.68,483.72
21.94,58.79,447.52
28.81,56.86,434.08
21.19,55.5,455.93
21.48,66.91,447.42
26.26,63.73,442.18
25.37,59.14,437.19
27.55,68.08,432.59
16.13,43.48,459.47
15.18,44.2,462.09
26.77,74.22,434.35
7.73,37.8,483.94
29.23,68.14,428.87
9.98,41.54,480.26
8.11,42.18,473.62
19.5,65.12,453.99
25.03,60.84,441.58
17.82,49.15,457.35
14.86,44.85,468.87
27.35,61.47,443.67
16.41,47.24,457.94
12.1,41.17,478.1
17.7,48.98,454.41
10.61,37.5,472.9
31.38,71.32,433.44
32.07,70.94,432.33
27.98,67.17,440.68
26.04,68.08,430.32
27.01,63.78,442.6
30.5,66.75,432.87
16.72,44.34,465.89
7.19,40.81,487.15
14.96,43.02,467.16
20.99,67.07,442.02
14.7,44.9,468.69
13.52,40.83,470.47
25.91,58.98,442.65
27.86,63.07,440.48
23.94,59.39,438.64
23.46,57.85,444.66
17.86,45.0,465.78
8.61,43.8,478.25
24.87,65.75,435.6
29.92,69.75,441.5
25.03,47.93,443.55
30.02,73.5,429.84
30.38,74.16,432.84
26.88,79.74,434.77
8.9,41.4,472.95
15.44,39.54,469.28
7.32,41.26,482.1
29.53,72.39,431.69
24.42,57.32,443.94
30.46,66.75,432.45
25.24,68.28,435.9
31.98,64.05,439.56
13.18,40.24,469.35
26.42,59.54,438.5
9.91,39.64,478.63
10.98,41.54,479.08
23.88,54.2,444.97
31.41,76.09,430.81
18.9,58.46,449.32
31.74,72.25,437.29
22.38,71.85,441.47
24.18,66.48,434.5
30.06,69.14,436.89
31.04,66.54,431.66
18.22,44.34,469.27
29.17,72.99,430.59
23.76,51.19,442.9
29.84,74.87,435.05
22.04,59.14,442.45
26.05,58.59,452.41
11.77,40.0,475.49
26.92,63.73,440.35
24.51,62.08,447.04
9.06,36.3,477.38
19.83,59.21,440.03
23.47,69.71,442.23
30.33,70.36,438.47
25.58,63.47,443.66
24.03,66.54,438.08
10.92,40.92,467.05
12.5,43.67,473.26
24.19,46.21,440.87
7.7,40.35,484.57
31.27,69.13,425.48
13.35,41.16,474.57
26.6,61.02,436.19
12.55,39.58,472.31
16.17,38.01,462.54
25.87,47.01,452.32
28.8,71.77,426.87
15.15,41.35,468.64
25.53,59.57,445.59
25.53,71.85,431.26
30.8,70.94,432.44
21.23,68.08,445.41
19.23,45.01,450.77
16.0,44.9,461.5
24.77,58.41,446.27
8.84,42.49,481.58
6.49,35.57,486.8
22.77,70.32,440.67
29.46,49.3,436.37
25.97,70.32,435.27
20.98,43.77,449.88
8.88,36.66,480.2
17.1,49.69,457.32
25.57,59.43,438.9
12.47,45.01,467.18
32.48,62.04,446.48
12.41,40.96,473.59
5.15,40.07,495.35
7.49,36.08,483.26
26.64,62.44,438.67
22.4,70.94,440.04
21.5,61.5,447.83
32.78,71.22,438.77
13.23,52.72,465.26
19.54,50.66,456.61
12.59,44.34,474.11
27.56,68.08,433.95
14.55,42.74,465.81
18.53,48.98,452.73
27.88,63.87,443.24
25.64,68.14,437.63
18.12,44.63,453.55
16.81,45.87,455.96
33.7,68.27,427.4
20.72,44.57,449.76
15.33,52.05,452.82
24.92,63.86,440.93
25.88,63.47,443.94
15.52,42.86,467.12
27.02,71.25,438.33
23.79,59.44,448.67
15.22,50.88,460.44
13.14,43.71,467.07
21.95,57.76,452.27
11.49,39.22,471.47
24.75,69.45,438.28
24.04,68.94,437.13
16.25,58.86,456.49
8.14,36.24,480.25
14.38,44.78,459.66
26.45,69.13,427.5
23.09,45.01,453.45
8.04,41.92,482.58
9.63,41.14,469.73
4.97,40.64,485.43
16.62,52.05,457.89
28.88,63.76,435.54
16.07,44.58,471.36
18.36,62.1,453.5
9.44,43.99,475.01
16.94,50.59,460.64
13.94,44.84,468.06
20.02,58.66,454.21
20.61,62.91,446.53
14.56,40.89,467.53
11.3,40.55,476.72
23.92,63.21,445.26
27.5,65.59,441.27
25.53,59.57,445.59
22.48,50.32,444.5
13.09,54.3,471.0
13.9,44.0,466.24
10.02,39.96,473.22
11.06,36.71,473.85
10.59,41.46,480.83
24.81,63.94,444.26
18.88,40.79,459.06
17.58,39.63,467.33
32.31,66.44,428.44
3.73,39.42,488.58
25.85,67.69,434.0
27.21,66.49,439.04
31.11,72.25,434.22
20.98,47.43,450.0
9.48,40.8,485.36
13.46,41.4,467.4
29.52,64.79,439.6
17.98,59.15,451.97
7.3,43.65,482.96
15.19,42.03,462.64
23.96,65.34,449.23
23.63,73.18,437.7
14.16,39.28,471.27
28.01,51.43,449.82
18.21,41.85,468.4
10.31,39.82,480.61
10.91,42.34,470.91
27.44,66.56,428.0
23.3,48.78,441.08
17.59,65.48,454.51
31.11,69.05,433.19
25.88,69.13,426.14
25.41,68.94,436.95
21.99,57.5,446.96
16.0,40.66,457.12
33.58,77.54,433.75
8.58,38.38,482.26
16.37,43.5,459.18
5.07,40.07,494.87
31.56,66.44,430.11
31.49,69.13,425.74
17.46,53.29,458.06
24.55,57.5,447.3
13.58,49.83,465.82
25.24,71.14,435.09
16.97,44.92,460.21
7.6,41.04,475.32
24.39,51.86,447.7
23.86,66.54,432.17
14.13,43.7,469.28
9.99,41.82,475.75
28.65,68.27,432.73
12.29,40.03,472.65
6.82,41.03,489.64
27.91,72.24,430.73
8.01,41.66,485.13
14.79,44.06,465.77
27.26,66.56,434.88
26.08,76.86,436.85
29.45,75.6,437.31
6.52,39.85,483.01
25.96,60.32,443.44
14.97,43.67,465.54
13.9,39.59,465.0
22.67,64.15,453.47
24.92,73.68,438.23
8.97,39.66,482.62
17.3,62.1,450.83
22.97,64.15,450.07
17.13,42.86,463.09
16.5,39.72,459.06
8.52,41.55,483.63
22.26,60.77,442.58
22.61,59.87,441.2
14.22,45.08,466.47
13.53,42.86,471.73
22.47,47.45,447.14
31.15,67.45,431.97
10.35,40.27,477.8
5.47,38.68,485.7
18.74,44.34,468.84
19.09,44.63,461.36
9.06,39.66,479.53
26.61,69.13,430.17
14.54,41.16,463.9
27.32,73.42,432.74
29.56,73.88,436.6
29.34,71.98,428.24
7.91,41.79,479.02
19.21,58.49,452.82
23.87,63.94,445.11
12.75,44.03,465.86
10.42,41.26,472.54
13.18,40.73,465.96
28.21,70.8,435.99
17.1,62.1,453.4
18.84,40.79,459.96
19.69,56.65,454.87
10.52,41.78,474.58
7.51,41.66,485.58
20.19,66.86,454.84
18.8,44.71,459.85
26.06,54.5,451.67
13.45,41.49,467.3
12.81,44.58,475.5
28.15,71.94,427.69
22.07,48.41,444.01
24.33,77.54,435.38
17.76,42.42,468.27
21.81,65.06,447.13
19.98,56.53,454.89
15.24,44.45,460.94
15.11,45.01,462.21
21.96,69.94,441.15
14.12,42.99,468.45
17.01,44.2,457.26
20.71,58.18,447.06
16.26,44.89,456.86
8.9,36.24,479.03
25.53,62.96,444.38
22.83,70.79,438.0
14.46,53.82,462.6
14.1,41.16,460.01
28.2,66.75,433.46
23.92,73.17,433.78
16.58,37.64,460.48
25.37,44.89,442.38
18.95,42.23,462.73
12.54,41.62,461.08
12.12,38.28,471.19
21.96,48.6,446.56
27.66,59.21,438.57
4.61,40.27,492.85
16.63,43.77,458.66
30.7,74.22,432.51
24.42,63.31,438.39
13.04,45.09,467.44
24.12,51.43,441.49
17.27,40.55,461.31
13.82,40.2,466.99
13.32,43.22,466.83
17.65,59.87,450.93
21.73,61.45,442.78
22.16,65.48,446.0
23.44,72.24,438.34
5.19,40.78,482.46
24.92,60.95,445.44
24.94,62.96,443.48
30.15,70.32,426.8
13.95,41.49,465.24
22.93,51.19,443.57
25.19,63.94,438.73
12.35,40.8,476.88
10.35,38.38,477.76
26.31,71.29,432.92
14.85,44.63,460.06
24.99,60.37,437.67
9.65,44.68,476.71
11.35,40.66,466.55
33.42,68.51,427.66
18.61,67.71,443.57
25.21,64.63,448.66
14.43,44.47,466.56
33.68,68.14,427.53
28.72,76.86,431.74
7.45,39.61,478.89
27.59,50.05,437.98
10.8,39.28,478.8
15.28,43.71,463.44
14.85,39.39,468.84
14.44,39.0,466.96
19.3,65.59,452.76
28.16,70.4,434.01
19.8,67.71,446.03
24.3,69.23,440.56
23.21,73.42,439.66
27.06,72.58,429.18
12.24,34.03,474.18
21.32,48.14,449.09
25.87,63.47,445.87
30.18,68.24,427.38
27.85,66.44,429.0
8.72,36.25,479.94
24.75,58.79,444.79
5.33,39.33,491.17
10.2,41.01,468.27
18.34,65.94,451.29
19.13,42.18,456.04
18.53,61.27,454.72
16.81,38.52,459.01
15.54,41.96,467.1
15.66,41.7,452.58
15.78,43.99,461.07
14.73,39.52,470.45
19.41,46.63,452.6
23.61,49.16,443.5
23.96,46.93,450.86
27.16,47.43,442.85
3.95,38.44,492.46
21.37,65.94,444.74
8.46,39.42,474.42
13.76,45.87,463.5
23.92,61.87,441.15
22.88,71.73,436.36
8.51,34.69,481.83
22.72,50.05,444.43
13.42,41.23,468.82
27.55,63.13,440.75
22.49,69.84,437.57
11.88,40.64,470.06
17.48,40.89,462.59
24.57,72.24,434.93
23.01,66.54,442.47
5.91,39.33,491.49
32.89,73.68,426.46
10.62,39.58,479.91
27.24,68.08,445.25
26.43,51.43,441.01
23.66,77.54,435.38
29.01,70.04,430.26
10.35,44.2,478.36
30.06,67.25,435.02
3.63,38.44,487.87
11.04,39.96,468.84
15.33,52.05,452.82
21.92,66.54,443.03
25.89,48.41,442.12
31.42,70.17,430.78
15.12,52.05,464.78
11.92,40.62,464.9
21.04,69.48,439.53
11.52,40.75,477.19
23.42,63.07,444.23
1.81,39.42,490.55
16.98,43.99,456.07
16.8,56.03,461.96
23.26,59.14,440.37
14.19,39.52,467.14
11.2,42.02,472.27
23.7,66.56,436.94
19.79,64.45,451.37
16.61,45.87,455.86
16.96,46.36,460.57
8.03,40.07,488.02
33.87,71.32,435.89
8.19,40.69,477.76
18.59,44.63,459.65
27.14,65.27,441.68
11.4,52.75,465.79
18.34,44.63,455.22
17.48,49.39,460.01
17.89,44.6,463.99
28.42,75.23,435.64
30.1,67.45,434.01
15.14,44.21,463.1
19.16,63.09,449.51
7.28,39.81,483.0
10.72,39.35,480.18
15.71,39.3,462.84
7.71,38.06,482.78
29.49,70.98,434.43
26.94,68.24,430.34
19.66,45.01,453.45
29.29,57.19,435.69
32.89,66.44,431.54
15.92,40.56,470.22
24.58,71.94,433.99
8.81,44.68,479.24
24.64,58.49,444.95
18.25,60.1,456.25
12.18,40.1,471.49
26.06,58.59,451.47
17.54,42.42,471.28
23.54,65.27,445.19
27.86,65.18,436.26
32.96,68.31,443.57
20.57,63.78,449.93
13.65,42.86,471.75
23.94,59.39,438.64
25.4,65.34,445.82
17.14,58.16,458.61
26.81,71.29,434.48
27.35,61.47,443.67
17.76,40.55,461.8
21.17,52.3,444.5
24.96,60.84,442.36
13.3,50.59,469.13
28.36,60.23,441.08
29.67,71.98,425.14
15.55,45.09,457.36
14.44,40.8,472.95
10.39,40.96,479.0
5.18,40.27,489.1
26.27,59.44,443.67
6.58,40.07,493.72
15.64,43.71,462.55
23.94,51.95,451.84
26.82,75.08,441.14
13.69,34.03,469.12
12.43,40.27,470.92
29.74,70.32,432.69
11.23,43.7,476.04
22.01,58.46,443.75
28.86,73.18,427.01
25.31,61.5,437.03
17.53,50.66,457.28
13.47,41.14,463.67
28.82,77.24,433.69
26.97,67.32,439.61
30.38,71.58,433.75
14.85,40.69,469.3
10.26,43.14,466.75
13.93,38.91,470.39
12.02,39.69,470.17
20.92,57.76,453.96
6.93,43.13,486.94
27.37,69.23,433.18
32.21,68.14,426.56
27.2,65.18,436.99
10.75,45.01,471.47
11.67,40.23,475.07
26.82,60.96,449.81
8.51,34.69,481.83
21.08,52.05,453.4
21.01,60.1,450.99
14.91,43.34,461.27
