nome,plataforma,genero,editora,vendas,lancamento,avaliacao-criticos,numero-criticos,avaliacao-usuarios,numero-usuarios,fabricante
Kamen Rider: Climax Heroes Fourze,PSP,Fighting,Namco Bandai Games,0.05,,,,,,
Bigfoot King of Crush,Wii,Racing,Zoo Games,0.02,31-May-11,,,tbd,,Zoo Games
Yakuza,PS3,Adventure,Sega,0.11,,,,,,
Naruto Shippuden: Ultimate Ninja Impact,PSP,Fighting,Namco Bandai Games,0.32,18-Oct-11,59.0,16.0,6.6,17.0,Racjin
GT Pro Series,Wii,Racing,Ubisoft,0.52,14-Nov-06,41.0,15.0,4,21.0,MTO
North American Hunting Extravaganza 2,Wii,Sports,Unknown,0.04,,,,,,
Hasbro Family Game Night 3,X360,Misc,Electronic Arts,0.19,26-Oct-10,,,tbd,,Electronic Arts
The Shoot,PS3,Shooter,Sony Computer Entertainment,0.3,19-Oct-10,60.0,39.0,6.2,11.0,Cohort Studios
Prince of Persia: Revelations,PSP,Adventure,Ubisoft,0.2,6-Dec-05,65.0,27.0,8,20.0,"Pipeworks Software, Inc."
NBA 2K14,PS3,Sports,Take-Two Interactive,1.41,1-Oct-13,84.0,26.0,4.7,104.0,Visual Concepts
LEGO Harry Potter: Years 5-7,Wii,Action,Warner Bros. Interactive Entertainment,1.03,11-Nov-11,76.0,8.0,7.3,9.0,Traveller's Tales
Bleach: Soul Carnival 2,PSP,Fighting,Sony Computer Entertainment,0.03,,,,,,
Rock Band Track Pack Volume 2,Wii,Misc,MTV Games,0.22,,,,,,
Baja: Edge of Control,X360,Racing,THQ,0.18,22-Sep-08,65.0,35.0,6.9,17.0,2XL Games
Racquet Sports,PS3,Sports,Ubisoft,0.3,14-Sep-10,45.0,17.0,4.6,7.0,Asobo Studio
"Sesame Street: Ready, Set, Grover!",Wii,Misc,Warner Bros. Interactive Entertainment,0.09,,,,,,
Frontier Gate,PSP,Role-Playing,Konami Digital Entertainment,0.11,,,,,,
Grand Theft Auto V,PS3,Action,Take-Two Interactive,16.71,17-Sep-13,97.0,50.0,8.2,2586.0,Rockstar North
Skylanders SWAP Force,PS4,Platform,Activision,0.12,15-Nov-13,78.0,5.0,5.7,26.0,"Vicarious Visions, Vicarious Visions"
Banjo-Kazooie,X360,Platform,Microsoft Game Studios,0.01,3-Dec-08,77.0,17.0,8.1,54.0,4J Studios
Captain Morgane and the Golden Turtle,Wii,Adventure,Reef Entertainment,0.01,3-Feb-12,,,tbd,,Wizarbox
Samurai & Dragons,PSV,Action,Sega,0.02,,,,,,
Port Royale 3,PS3,Simulation,Kalypso Media,0.04,9-Oct-12,,,8.5,4.0,Kalypso
Despicable Me: The Game,Wii,Platform,D3Publisher,0.18,,,,,,
Sled Shred featuring the Jamaican Bobsled Team,Wii,Sports,SouthPeak Games,0.05,12-Oct-10,,,tbd,,
Monster Hunter Frontier Online: Season 9.0,X360,Role-Playing,Capcom,0.04,,,,,,
Armored Core: Formula Front Extreme Battle,PSP,Simulation,505 Games,0.05,,,,,,
Avatar: The Last Airbender - Into the Inferno,Wii,Adventure,THQ,0.19,,,,,,
George of the Jungle and the Search for the Secret,Wii,Platform,Ignition Entertainment,0.02,18-Mar-08,35.0,10.0,4,6.0,Crave
Horse Life Adventures,Wii,Simulation,Deep Silver,0.12,18-Sep-10,,,tbd,,Neko Entertainment
Marvel Super Hero Squad,Wii,Adventure,THQ,0.34,20-Oct-09,49.0,16.0,7.1,10.0,Blue Tongue Entertainment
Injustice: Gods Among Us,PS4,Fighting,Warner Bros. Interactive Entertainment,0.19,,,,,,
Rock Band Track Pack: Classic Rock,PS3,Misc,MTV Games,0.1,19-May-09,,,tbd,,Harmonix Music Systems
NCAA Football 13,PS3,Action,Electronic Arts,0.79,10-Jul-12,79.0,9.0,4.1,34.0,EA Tiburon
Final Fantasy Fables: Chocobo's Dungeon,Wii,Role-Playing,Square Enix,0.2,8-Jul-08,76.0,34.0,7.9,19.0,h.a.n.d. Inc.
SOCOM: Tactical Strike,PSP,Shooter,Sony Computer Entertainment,0.35,,,,,,
Gundam Assault Survive,PSP,Simulation,Namco Bandai Games,0.17,,,,,,
PokePark 2: Wonders Beyond,Wii,Action,Nintendo,0.7,27-Feb-12,60.0,18.0,5.6,17.0,Creatures Inc.
Winter Stars,PS3,Sports,Deep Silver,0.05,9-Nov-11,53.0,6.0,tbd,,49Games
Legends of WrestleMania,PS3,Fighting,THQ,0.49,24-Mar-09,70.0,43.0,6.5,14.0,Yuke's
Growlanser,PSP,Role-Playing,Atlus,0.04,,,,,,
Surf's Up,PSP,Sports,Ubisoft,0.11,30-May-07,,,tbd,,Ubisoft Montreal
Trick x Logic: Season 1,PSP,Adventure,Sony Computer Entertainment,0.05,,,,,,
Need for Speed Carbon,PS3,Racing,Electronic Arts,1.12,16-Nov-06,75.0,31.0,6.8,29.0,EA Canada
FIFA Soccer 14,PS3,Sports,Electronic Arts,5.35,,,,,,
U-Sing  2,Wii,Misc,Mindscape,0.09,,,,,,
BioShock Infinite,X360,Shooter,Take-Two Interactive,1.63,26-Mar-13,93.0,33.0,8.4,1335.0,Irrational Games
Steel Diver,3DS,Action,Nintendo,0.41,27-Mar-11,58.0,55.0,6.1,23.0,Nintendo
Pro Yakyuu Spirits 2013,PSV,Sports,Konami Digital Entertainment,0.06,,,,,,
Neopets Puzzle Adventure,Wii,Puzzle,Capcom,0.19,18-Dec-08,52.0,11.0,tbd,,Infinite Interactive
Wicked Monster Blast!,Wii,Shooter,PQube,0.02,,,,,,
Call of Duty: Modern Warfare 3,Wii,Shooter,Activision,0.7,8-Nov-11,70.0,16.0,1.6,423.0,"Treyarch, Sledgehammer Games"
Star Wars: The Force Unleashed,Wii,Action,LucasArts,1.8,16-Sep-08,71.0,18.0,8,67.0,Krome Studios
Jissen Pachi-Slot Pachinko Hisshouhou! Wii Hokuto no Ken Sammy's Collection,Wii,Misc,Sega,0.01,,,,,,
Nobunaga no Yabou Online: Houou no Shou,PS3,Strategy,Ackkstudios,0.01,,,,,,
Rogue Warrior,X360,Shooter,Bethesda Softworks,0.1,1-Dec-09,28.0,33.0,2.7,53.0,Rebellion
The Simpsons Game,PSP,Action,Electronic Arts,1.03,5-Nov-07,59.0,7.0,6.5,13.0,Electronic Arts
Yakuza 3,PS3,Adventure,Sega,1.06,9-Mar-10,79.0,77.0,8.1,109.0,Sega
Ben 10 Galactic Racing,3DS,Racing,D3Publisher,0.07,25-Oct-11,,,tbd,,Monkey Bar Games
Legend of the Guardians: The Owls of Ga'Hoole,X360,Action,Warner Bros. Interactive Entertainment,0.05,14-Sep-10,60.0,13.0,tbd,,Krome Studios
Science Papa,Wii,Misc,Activision,0.12,15-Jul-09,,,tbd,,Activision
Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,PS3,Adventure,Alchemist,0.02,,,,,,
Lips: Number One Hits,X360,Misc,Microsoft Game Studios,0.5,20-Oct-09,70.0,22.0,7.5,6.0,iNiS
UFC 2009 Undisputed,X360,Fighting,THQ,2.03,19-May-09,83.0,68.0,7.8,45.0,Yuke's
Vertigo,Wii,Strategy,Playlogic Game Factory,0.05,16-Jun-09,66.0,4.0,tbd,,Icon Games
Batman: Arkham City,X360,Action,Warner Bros. Interactive Entertainment,4.32,18-Oct-11,94.0,87.0,8.6,1194.0,Rocksteady Studios
Transformers: Cybertron Adventures,Wii,Action,Activision,0.25,22-Jun-10,41.0,15.0,7.1,7.0,Next Level Games
God of War: Chains of Olympus,PSP,Action,Sony Computer Entertainment,3.13,4-Mar-08,91.0,79.0,8.8,439.0,Ready at Dawn
Monster High: Ghoul Spirit,Wii,Adventure,THQ,0.48,25-Oct-11,,,tbd,,THQ
Pac-Man World Rally,PSP,Racing,Namco Bandai Games,0.04,22-Aug-06,51.0,9.0,tbd,,Smart Bomb Interactive
Brothers Conflict: Brilliant Blue,PSP,Adventure,Idea Factory,0.03,,,,,,
Gummy Bears Mini Golf,Wii,Sports,Unknown,0.04,,,,,,
Payday 2,X360,Action,505 Games,0.38,23-Aug-13,75.0,18.0,7.2,153.0,Overkill Software
Tom Clancy's HAWX 2,X360,Action,Ubisoft,0.34,7-Sep-10,68.0,57.0,6.2,27.0,Ubisoft
Tom Clancy's Politika,PSP,Strategy,Konami Digital Entertainment,0.01,,,,,,
Samurai Warriors 3,Wii,Action,Nintendo,0.42,28-Sep-10,55.0,26.0,7.1,18.0,Omega Force
SBK Superbike World Championship,PS3,Racing,Black Bean Games,0.23,10-Mar-09,59.0,7.0,6.3,6.0,Milestone S.r.l
MotorStorm,PS3,Racing,Sony Computer Entertainment,3.8,6-Mar-07,84.0,9.0,7.3,173.0,Evolution Studios
Brothers in Arms: Furious 4,PS3,Shooter,Ubisoft,0.07,TBA,,,,,Gearbox Software
Scribblenauts: Unlimited,WiiU,Action,Warner Bros. Interactive Entertainment,0.21,13-Nov-12,73.0,42.0,7.4,90.0,5TH Cell
Cabela's Dangerous Hunts 2009,Wii,Sports,Activision Value,0.37,23-Sep-08,,,4.4,5.0,FUN Labs
The Lord of the Rings: Aragorn's Quest,Wii,Action,Warner Bros. Interactive Entertainment,0.21,14-Sep-10,58.0,22.0,7.8,5.0,Headstrong Games
FlatOut: Head On,PSP,Racing,Empire Interactive,0.29,4-Apr-08,74.0,28.0,8.7,15.0,Bugbear
Conception II: Shichisei no Michibiki to Mazuru no Akumu,PSV,Role-Playing,Screenlife,0.03,,,,,,
Create,PS3,Misc,Electronic Arts,0.11,16-Nov-10,61.0,23.0,5,4.0,EA Bright Light
NBA 08,PS3,Sports,Sony Computer Entertainment,0.13,12-Oct-07,63.0,37.0,6,4.0,SCEA San Diego Studios
Armored Core: Last Raven Portable,PSP,Simulation,From Software,0.03,3-May-10,,,tbd,,From Software
Machi-Ing Maker 3 x Tousouchuu,PSP,Simulation,D3Publisher,0.1,,,,,,
Generator Rex: Agent of Providence,X360,Action,Activision,0.05,1-Nov-11,,,4.5,4.0,Virtuos
Red Faction: Armageddon,PS3,Shooter,THQ,0.4,7-Jun-11,71.0,52.0,7.3,44.0,Volition Inc.
Madden NFL 13,PS3,Sports,Electronic Arts,0.01,28-Aug-12,83.0,22.0,5.5,95.0,EA Tiburon
Dave Mirra BMX Challenge,PSP,Sports,Oxygen Interactive,0.07,2-Nov-06,32.0,11.0,6,6.0,Left Field Productions
Family Party: 30 Great Games Winter Fun,Wii,Sports,D3Publisher,0.22,9-Feb-10,,,tbd,,D3Publisher
Afrika,PS3,Adventure,Unknown,0.2,14-Oct-09,63.0,12.0,6.1,34.0,Rhino Studios
Wipeout: In The Zone,X360,Misc,Activision,0.8,14-Jun-11,39.0,5.0,5,7.0,Activision
Dungeon Siege III,X360,Role-Playing,Square Enix,0.33,21-Jun-11,72.0,55.0,6.3,82.0,Obsidian Entertainment
Hail to the Chimp,PS3,Misc,Gamecock,0.04,30-Jun-08,51.0,19.0,tbd,,Wideload Games Inc.
1/2 Summer +,PSP,Adventure,Kaga Create,0.01,,,,,,
Arcania: Gothic 4,X360,Role-Playing,JoWood Productions,0.07,19-Oct-10,64.0,21.0,5.6,41.0,Spellbound
FIFA Soccer 13,PSP,Action,Electronic Arts,0.26,25-Sep-12,,,2.8,18.0,Electronic Arts
Clash of the Titans: The Videogame,X360,Action,Namco Bandai Games,0.14,,,,,,
Knack,PS4,Action,Sony Computer Entertainment,0.55,15-Nov-13,54.0,83.0,6.6,665.0,SCE Japan Studio
The Lord of the Rings: Aragorn's Quest,PS3,Action,Warner Bros. Interactive Entertainment,0.13,14-Sep-10,58.0,12.0,5.5,6.0,TT Fusion
NCAA Basketball 10,X360,Sports,Electronic Arts,0.3,16-Nov-09,75.0,22.0,tbd,,EA Canada
Trivial Pursuit,Wii,Misc,Electronic Arts,0.54,10-Mar-09,67.0,11.0,tbd,,EA Bright Light
King's Field: Additional I,PSP,Role-Playing,From Software,0.01,,,,,,
"Barbie: Jet, Set & Style!",Wii,Misc,THQ,0.2,,,,,,
Metal Gear Solid: The Legacy Collection,PS3,Adventure,Konami Digital Entertainment,0.19,9-Jul-13,93.0,4.0,9,120.0,Konami
Dragon Ball Z: Ultimate Tenkaichi,PS3,Fighting,Namco Bandai Games,0.54,25-Oct-11,58.0,26.0,5.5,57.0,Spike
Ao no Exorcist: Genkoku no Labyrinth,PSP,Action,Namco Bandai Games,0.04,,,,,,
Rock Band 2,PS3,Misc,MTV Games,1.44,19-Oct-08,91.0,24.0,7.8,72.0,Harmonix Music Systems
Higurashi no Naku Koro ni: Jan,PSP,Misc,AQ Interactive,0.02,,,,,,
Ninja Gaiden Sigma,PSV,Action,Tecmo Koei,0.16,22-Feb-12,72.0,47.0,7.1,49.0,Team Ninja
Castlevania: Lords of Shadow,X360,Action,Konami Digital Entertainment,0.57,5-Oct-10,83.0,70.0,7.9,181.0,Mercury Steam
Traxxpad: Portable Studio,PSP,Misc,Eidos Interactive,0.01,,,,,,
Putty Squad,PS4,Action,System 3,0.01,11-Mar-14,36.0,4.0,,,System 3
Prison Break: The Conspiracy,X360,Adventure,Deep Silver,0.19,1-Apr-10,40.0,37.0,4.4,15.0,ZootFly
After Burner: Black Falcon,PSP,Simulation,Sega,0.01,20-Mar-07,73.0,30.0,6.6,7.0,Planet Moon Studios
Virtua Tennis 4,PS3,Sports,Sega,0.39,10-May-11,69.0,49.0,6.5,22.0,Sega
Soul Eater: Battle Resonance,PSP,Action,Namco Bandai Games,0.03,,,,,,
J.League Pro Soccer Club o Tsukurou! 8 Euro Plus,PSP,Sports,Sega,0.03,,,,,,
Remington Great American Bird Hunt,Wii,Sports,Mastiff,0.4,2-Nov-09,,,tbd,,Mastiff
Prinny: Can I Really Be the Hero?,PSP,Platform,Tecmo Koei,0.06,17-Feb-09,72.0,45.0,6.8,32.0,Nippon Ichi Software
Green Lantern: Rise of the Manhunters,Wii,Action,Warner Bros. Interactive Entertainment,0.07,7-Jun-11,46.0,4.0,tbd,,Double Helix Games
Hiiro no Kakera Portable,PSP,Adventure,Idea Factory,0.02,,,,,,
Happy Feet,Wii,Adventure,Midway Games,0.14,13-Nov-06,46.0,11.0,7.3,12.0,Artificial Mind and Movement
Gundam Breaker,PSV,Action,Namco Bandai Games,0.07,,,,,,
Last Rebellion,PS3,Role-Playing,Nippon Ichi Software,0.08,23-Feb-10,44.0,30.0,4.5,31.0,Hit Maker
WRC 2: FIA World Rally Championship,PS3,Racing,Ubisoft,0.15,,,,,,
Pro Evolution Soccer 2010,Wii,Sports,Konami Digital Entertainment,0.5,10-Nov-09,82.0,13.0,8.8,15.0,Konami
Blazing Angels 2: Secret Missions of WWII,X360,Simulation,Ubisoft,0.12,18-Sep-07,72.0,24.0,8.3,9.0,Ubisoft Romania
Fight Night Round 3,X360,Fighting,Electronic Arts,1.43,20-Feb-06,86.0,67.0,8.9,252.0,EA Chicago
Margot's Word Brain,Wii,Puzzle,Zoo Digital Publishing,0.13,23-Sep-08,,,tbd,,Slam Games
PowerUp Heroes,X360,Fighting,Ubisoft,0.25,18-Oct-11,61.0,13.0,7.5,10.0,Ubisoft
Pictionary: Ultimate Edition,X360,Misc,THQ,0.19,15-Nov-11,53.0,4.0,tbd,,Page 44 Studios
Wheel of Fortune,Wii,Misc,THQ,0.89,2-Nov-10,,,tbd,,THQ
Kane & Lynch 2: Dog Days,X360,Shooter,Square Enix,0.45,,,,,,
Dance on Broadway,PS3,Misc,Ubisoft,0.07,17-Mar-11,,,tbd,,Longtail Studios
Get Fit with Mel B,X360,Sports,Black Bean Games,0.07,Q2 2011,57.0,7.0,,,Lightning Fish Games
Legend of the Dragon,Wii,Fighting,Game Factory,0.06,1-May-07,37.0,14.0,4.8,5.0,Neko Entertainment
Guitar Hero: Metallica,PS3,Misc,Activision,0.58,29-Mar-09,86.0,44.0,7.9,37.0,Neversoft Entertainment
Angry Birds Trilogy,X360,Action,Activision,0.14,25-Sep-12,63.0,13.0,2.5,21.0,Rovio Mobile
Legasista,PS3,Role-Playing,Nippon Ichi Software,0.04,21-Aug-12,68.0,13.0,6.3,13.0,System Prisma
Terraria,PS3,Action,505 Games,0.13,26-Mar-13,81.0,12.0,7.7,51.0,Re-Logic
SOCOM: U.S. Navy SEALs Fireteam Bravo 3,PSP,Shooter,Sony Computer Entertainment,0.41,16-Feb-10,74.0,51.0,7.7,17.0,Slant Six
The Idolmaster: Gravure For You! Vol.7,PS3,Action,Namco Bandai Games,0.02,,,,,,
Bionic Commando,PS3,Platform,Capcom,0.34,18-May-09,71.0,48.0,7.4,46.0,GRIN
Cruis'n,Wii,Racing,Midway Games,0.11,27-Nov-07,25.0,7.0,3.7,15.0,Midway Studios - San Diego
Resistance: Fall of Man,PS3,Shooter,Sony Computer Entertainment,4.22,14-Nov-06,86.0,70.0,8.1,604.0,Insomniac Games
High School Musical 3: Senior Year DANCE!,Wii,Misc,Disney Interactive Studios,1.28,,,,,,
NASCAR 2011: The Game,Wii,Racing,Activision,0.21,24-May-11,42.0,5.0,4.5,6.0,Eutechnyx
LEGO Star Wars II: The Original Trilogy,PSP,Action,LucasArts,1.37,12-Sep-06,83.0,11.0,9,22.0,Traveller's Tales
NASCAR The Game: Inside Line,X360,Action,Activision,0.07,6-Nov-12,72.0,7.0,3.7,22.0,Eutechnyx
Madden NFL 25,XOne,Sports,Electronic Arts,0.46,19-Nov-13,73.0,18.0,5.8,77.0,EA Sports
Adventure Time: Explore the Dungeon Because I Don't Know!,3DS,Action,D3Publisher,0.05,,,,,,
Sengoku Basara 4,PS3,Action,Capcom,0.2,,,,,,
Samurai Warriors 2: Empires,X360,Action,Tecmo Koei,0.03,27-Feb-07,53.0,29.0,7.9,7.0,Omega Force
MotoGP,Wii,Racing,Capcom,0.18,24-Mar-09,44.0,10.0,5.4,10.0,
Pretty Rhythm Rainbow Live: Kira Kira My * Design,3DS,Misc,Takara Tomy,0.05,,,,,,
Rayman Raving Rabbids,Wii,Misc,Ubisoft,1.38,14-Nov-06,76.0,54.0,8.1,103.0,Ubisoft Montpellier
Rengoku: The Tower of Purgatory,PSP,Action,Konami Digital Entertainment,0.11,26-Apr-05,43.0,30.0,5.4,21.0,Neverland
Code Geass: Hangyaku no Lelouch - Lost Colors,PSP,Adventure,Namco Bandai Games,0.07,,,,,,
Hasbro Family Game Night Fun Pack,Wii,Misc,Electronic Arts,0.1,1-Nov-11,,,tbd,,Electronic Arts
Dissidia: Final Fantasy Universal Tuning,PSP,Fighting,Square Enix,0.06,,,,,,
Guinness World Records: The Videogame,Wii,Action,Warner Bros. Interactive Entertainment,1.02,11-Nov-08,67.0,12.0,7,8.0,TT Fusion
Journey,PS3,Adventure,Sony Computer Entertainment Europe,0.1,13-Mar-12,92.0,78.0,8.7,985.0,ThatGameCompany
Jonah Lomu Rugby Challenge,PS3,Sports,Home Entertainment Suppliers,0.23,TBA,64.0,6.0,,,Sidhe Interactive
Our House Party!,Wii,Simulation,Unknown,0.14,,,,,,
Victorious: Time to Shine,X360,Action,D3Publisher,0.1,15-Nov-11,,,tbd,,High Voltage Software
Deadliest Catch: Sea of Chaos,X360,Sports,Crave Entertainment,0.07,29-Nov-10,36.0,4.0,tbd,,Crave
Unit 13,PSV,Shooter,Sony Computer Entertainment,0.37,6-Mar-12,71.0,60.0,7.5,134.0,Zipper Interactive
Uncharted: Golden Abyss,PSV,Action,Sony Computer Entertainment,1.14,15-Feb-12,80.0,80.0,7.2,531.0,"Sony Bend, Naughty Dog"
Valhalla Knights,PSP,Role-Playing,Rising Star Games,0.24,17-Apr-07,53.0,29.0,7.1,11.0,K2 LLC
Who Wants to Be A Millionaire?,X360,Misc,Ubisoft,0.07,1-Nov-11,,,tbd,,Ubisoft
Suzumiya Haruhi-Chan no Mahjong,PSP,Misc,Kadokawa Shoten,0.02,,,,,,
Defendin' De Penguin,Wii,Strategy,Zushi Games,0.05,,,,,,
Golden Axe: Beast Rider,PS3,Action,Sega,0.31,14-Oct-08,44.0,30.0,5.1,18.0,Secret Level
Devil May Cry 4,X360,Action,Capcom,1.3,5-Feb-08,84.0,61.0,8,181.0,Capcom
Marvel vs. Capcom 3: Fate of Two Worlds,PS3,Fighting,Capcom,1.27,15-Feb-11,84.0,56.0,7.2,135.0,Capcom
Shin Megami Tensei IV,3DS,Role-Playing,Atlus,0.45,16-Jul-13,83.0,31.0,8.3,157.0,Atlus
Transformers: War for Cybertron,X360,Action,Activision,0.53,22-Jun-10,76.0,69.0,8.6,207.0,High Moon Studios
F1 2012,PS3,Racing,Codemasters,0.88,18-Sep-12,81.0,23.0,7.6,43.0,Codemasters
Dante's Inferno,PSP,Action,Electronic Arts,0.17,1-Mar-10,70.0,14.0,8.3,35.0,EA Redwood Shores
Sleeping Dogs,PS3,Action,Square Enix,0.87,14-Aug-12,83.0,40.0,7.5,532.0,United Front Games
Cross Edge Dash,X360,Role-Playing,Compile Heart,0.01,TBA,,,,,Compile Heart
PW: Project Witch,PSP,Adventure,GungHo,0.01,,,,,,
U-Sing: Girls Night,Wii,Misc,Mindscape,0.24,,,,,,
Nintendo Land,WiiU,Action,Nintendo,2.81,18-Nov-12,77.0,61.0,7.7,280.0,Nintendo
Bomberman,Wii,Puzzle,Hudson Entertainment,0.01,,,,,,
PGR3 - Project Gotham Racing 3,X360,Racing,Microsoft Game Studios,0.57,,,,,,
Tom Clancy's Ghost Recon,Wii,Shooter,Ubisoft,0.1,16-Nov-10,46.0,21.0,6.3,7.0,Next Level Games
Gurumin: A Monstrous Adventure,PSP,Role-Playing,505 Games,0.01,12-Feb-07,78.0,41.0,7.6,16.0,Falcom
Need For Speed: Undercover,X360,Racing,Electronic Arts,1.59,17-Nov-08,64.0,62.0,6.2,92.0,EA Vancouver
The Chronicles of Narnia: Prince Caspian,Wii,Action,Disney Interactive Studios,0.35,23-May-08,63.0,5.0,7.1,12.0,Traveller's Tales
Tony Hawk's American Wasteland,X360,Sports,Activision,0.3,16-Nov-05,75.0,43.0,7.1,19.0,Neversoft Entertainment
Soul Sacrifice,PSV,Action,Sony Computer Entertainment,0.41,30-Apr-13,77.0,71.0,8.2,226.0,"SCE Japan Studio, comcept"
The Lord of the Rings: Conquest,X360,Action,Electronic Arts,0.59,13-Jan-09,55.0,58.0,6.9,100.0,Pandemic Studios
Lost Planet: Extreme Condition,PS3,Shooter,Capcom,0.6,26-Feb-08,67.0,34.0,6.9,23.0,Capcom
Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,PSP,Fighting,Atari,0.15,24-Jun-08,64.0,20.0,7.8,13.0,CyberConnect2
Skylanders Giants,Wii,Action,Activision,2.33,21-Oct-12,78.0,8.0,7.1,12.0,Toys for Bob
Mass Effect Trilogy,X360,Action,Electronic Arts,0.25,6-Nov-12,,,6.8,18.0,BioWare
Bulletstorm,PS3,Shooter,Electronic Arts,0.45,22-Feb-11,83.0,57.0,7.6,225.0,"People Can Fly, Epic Games"
Kinect: Disneyland Adventures,X360,Misc,Microsoft Game Studios,2.19,15-Nov-11,73.0,33.0,5.9,24.0,Frontier Developments
College Hoops 2K8,PS3,Sports,Take-Two Interactive,0.13,19-Nov-07,82.0,18.0,2.8,4.0,Visual Concepts
Calvin Tucker's Redneck Jamboree,Wii,Misc,Zoo Games,0.29,19-Dec-08,26.0,6.0,tbd,,Humagade
Family Fortunes,Wii,Misc,Mindscape,0.13,,,,,,
Steins;Gate,X360,Adventure,5pb,0.06,,,,,,
Planet 51,X360,Action,Sega,0.09,17-Nov-09,53.0,13.0,tbd,,Pyro Studios
Senko no Ronde DUO,X360,Fighting,G.Rev,0.03,,,,,,
Genkai Tokki Monster Monpiece,PSV,Strategy,Idea Factory,0.06,,,,,,
LEGO Pirates of the Caribbean: The Video Game,PSP,Action,Disney Interactive Studios,0.24,10-May-11,67.0,5.0,tbd,,Traveller's Tales
Star Wars: The Force Unleashed,PS3,Action,LucasArts,2.03,16-Sep-08,71.0,47.0,6.5,191.0,LucasArts
TMNT,PSP,Action,Ubisoft,0.1,20-Mar-07,37.0,7.0,3.1,7.0,Ubisoft Montreal
Bravely Default: Flying Fairy,3DS,Role-Playing,Nintendo,0.53,7-Feb-14,85.0,64.0,8.4,129.0,"Silicon Studio, Silicon Studio"
Need for Speed Rivals,XOne,Racing,Electronic Arts,0.29,22-Nov-13,75.0,17.0,6.2,88.0,Ghost Games
Dynasty Warriors: Strikeforce,PSP,Action,Ubisoft Annecy,0.45,28-Apr-09,65.0,28.0,6.7,6.0,Omega Force
NCIS,Wii,Adventure,Ubisoft,0.12,1-Nov-11,,,tbd,,Ubisoft
Brunswick Pro Bowling,3DS,Sports,Crave Entertainment,0.1,27-Sep-11,,,tbd,,Crave
Spec Ops: The Line,PS3,Shooter,Take-Two Interactive,0.44,26-Jun-12,77.0,27.0,8,242.0,Yager
Kiniro no Corda 2 f,PSP,Role-Playing,Tecmo Koei,0.04,,,,,,
X-Men: Destiny,PS3,Action,Activision,0.21,27-Sep-11,50.0,33.0,4.8,31.0,Silicon Knights
Dynasty Warriors Gundam,X360,Action,Namco Bandai Games,0.18,28-Aug-07,55.0,34.0,6.8,20.0,"Omega Force, Koei"
Motto NUGA-CEL!,PSP,Adventure,Idea Factory,0.02,,,,,,
Madden NFL 12,X360,Sports,Electronic Arts,2.61,30-Aug-11,78.0,55.0,5.9,87.0,EA Tiburon
Lord of Apocalypse,PSV,Role-Playing,Square Enix,0.1,,,,,,
Tomb Raider: Anniversary,X360,Action,Eidos Interactive,0.38,23-Oct-07,77.0,33.0,7.9,15.0,Crystal Dynamics
Kamen Rider: Ultra Climax Heroes,PSP,Fighting,Namco Bandai Games,0.06,,,,,,
Midway Arcade Treasures: Extended Play,PSP,Misc,Midway Games,0.22,13-Dec-05,63.0,24.0,8.7,6.0,Digital Eclipse
Avatar: The Last Airbender - The Burning Earth,Wii,Action,THQ,0.24,,,,,,
Senritsu no Stratus,PSP,Role-Playing,Konami Digital Entertainment,0.06,,,,,,
Record of Agarest War,PS3,Role-Playing,Ghostlight,0.06,27-Apr-10,67.0,7.0,7.3,26.0,Compile Heart
Winning Eleven Playmaker 2010: Aoki Samurai no Chousen,Wii,Sports,Konami Digital Entertainment,0.07,,,,,,
Tony Hawk's Downhill Jam,Wii,Sports,Activision,0.23,14-Nov-06,69.0,42.0,6.2,13.0,Toys for Bob
Deca Sports 3,Wii,Sports,Hudson Soft,0.2,26-Oct-10,41.0,7.0,tbd,,Hudson
Pirates of the Caribbean: At World's End,PS3,Action,Disney Interactive Studios,0.7,22-May-07,55.0,24.0,6.9,15.0,Eurocom Entertainment Software
NHL 11,PS3,Sports,Electronic Arts,0.56,7-Sep-10,88.0,38.0,7.1,46.0,Electronic Arts
Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen,PSP,Action,Namco Bandai Games,0.06,,,,,,
LEGO Harry Potter: Years 5-7,PSV,Action,Warner Bros. Interactive Entertainment,0.11,6-Mar-12,64.0,19.0,6.1,11.0,Traveller's Tales
Wolfenstein,X360,Shooter,Activision,0.53,18-Aug-09,72.0,66.0,7.6,105.0,"Raven Software, id Software"
Bejeweled 3,X360,Puzzle,Unknown,0.12,19-Oct-11,78.0,13.0,8.4,7.0,PopCap
Vacation Sports,Wii,Sports,Ubisoft,0.1,31-Mar-09,,,tbd,,Mere Mortals
Data East Arcade Classics,Wii,Misc,Majesco Entertainment,0.08,16-Feb-10,56.0,7.0,8.2,5.0,G1M2
Rooms: The Main Building,Wii,Adventure,Hudson Soft,0.05,23-Mar-10,60.0,8.0,tbd,,Hudson Entertainment
Gal*Gun,X360,Shooter,Alchemist,0.04,,,,,,
Kirby's Epic Yarn,Wii,Platform,Nintendo,1.98,17-Oct-10,86.0,70.0,8.3,147.0,Good-Feel
Fishing Master (jp sales),Wii,Sports,Konami Digital Entertainment,0.06,,,,,,
